MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1261423	Casp8	caspase 8	1		activation of cysteine-type endopeptidase activity			ISO	Q14790 	J:164563 	
MGI:1261423	Casp8	caspase 8	1		protein processing			IDA		J:268622 	
MGI:1312922	Casp12	caspase 12	9		protein autoprocessing			ISO	RGD:621758 	J:155856 	
MGI:1098236	Cast	calpastatin	13		inhibition of cysteine-type endopeptidase activity			IBA	PTN002560636 	J:265628 	
MGI:1098236	Cast	calpastatin	13		inhibition of cysteine-type endopeptidase activity			ISO	P20810 	J:164563 	
MGI:2445053	Ccbe1	collagen and calcium binding EGF domains 1	18		positive regulation of protein processing			ISO	Q6UXH8 	J:164563 	
MGI:1334419	Cd5l	CD5 antigen-like	3		zymogen activation			IBA	PTN002499857 	J:265628 	
MGI:88354	Cdh1	cadherin 1	8		negative regulation of protein processing			IMP		J:127491 	
MGI:1916315	Chac1	ChaC, cation transport regulator 1	2		negative regulation of protein processing			ISO	Q9BUX1 	J:164563 	
MGI:1916197	Chst8	carbohydrate sulfotransferase 8	7		peptide hormone processing			TAS		J:66120 	
MGI:1270844	Cideb	cell death-inducing DNA fragmentation factor, alpha subunit-like effector B	14		activation of cysteine-type endopeptidase activity			ISO	Q9UHD4 	J:164563 	
MGI:104540	Clec3b	C-type lectin domain family 3, member b	9		positive regulation of plasminogen activation	has the participant UniProtKB:P00750		IDA		J:190000 	
MGI:107537	Cln3	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	7		protein processing	happens in cerebellum,happens in granule cell,has the participant Ctsd		IMP	MGI:2388887 	J:95873 	
MGI:107537	Cln3	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	7		regulation of protein processing			ISO	Q13286 	J:164563 	
MGI:2442253	Cln5	ceroid-lipofuscinosis, neuronal 5	14		signal peptide processing			ISO	O75503 	J:164563 	
MGI:96941	Cma1	chymase 1, mast cell	14		cytokine precursor processing			ISO	P23946 	J:164563 	
MGI:104518	Cntn2	contactin 2	1		positive regulation of protein processing	regulates a function/process that happens in fibroblast,regulates a function/process that uses App		IDA		J:145671 	
MGI:88469	Comp	cartilage oligomeric matrix protein	8		protein processing			IMP	MGI:2180787 	J:225913 	
MGI:1349451	Corin	corin, serine peptidase	5		peptide hormone processing			IMP		J:96458 J:183869 J:183978 	
MGI:1349451	Corin	corin, serine peptidase	5		peptide hormone processing			ISO	Q9Y5Q5 	J:164563 	
MGI:1891837	Cpb2	carboxypeptidase B2 (plasma)	14		negative regulation of plasminogen activation			ISO	RGD:71035 	J:155856 	
MGI:107265	Cpd	carboxypeptidase D	11		protein processing			IBA	PTN000164240 	J:265628 	
MGI:101932	Cpe	carboxypeptidase E	8		enkephalin processing			ISO	RGD:2394 	J:155856 	
MGI:101932	Cpe	carboxypeptidase E	8		insulin processing	happens in pancreas		IMP	MGI:1856395 	J:24436 	
MGI:101932	Cpe	carboxypeptidase E	8		insulin processing			ISO	RGD:2394 	J:155856 	
MGI:101932	Cpe	carboxypeptidase E	8		protein processing			IBA	PTN000164240 	J:265628 	
MGI:101932	Cpe	carboxypeptidase E	8		protein processing			ISO	RGD:2394 	J:155856 	
MGI:1917824	Cpm	carboxypeptidase M	10		protein processing			IBA	PTN000164240 	J:265628 	
MGI:2135874	Cpn1	carboxypeptidase N, polypeptide 1	19		protein processing			IBA	PTN000164240 	J:265628 	
MGI:1934569	Cpxm1	carboxypeptidase X 1 (M14 family)	2		protein processing			IBA	PTN000164240 	J:265628 	
MGI:1926006	Cpxm2	carboxypeptidase X 2 (M14 family)	7		protein processing			IBA	PTN000164240 	J:265628 	
MGI:88487	Cpz	carboxypeptidase Z	5		protein processing			IBA	PTN000164240 	J:265628 	
MGI:88487	Cpz	carboxypeptidase Z	5		protein processing			TAS		J:69384 	
MGI:1298217	Cst7	cystatin F (leukocystatin)	2		inhibition of cysteine-type endopeptidase activity			IBA	PTN002932287 	J:265628 	
MGI:1298217	Cst7	cystatin F (leukocystatin)	2		inhibition of cysteine-type endopeptidase activity	happens in microglial cell		IMP	MGI:5910746 	J:242069 	
MGI:88554	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	13		negative regulation of protein processing	regulates Ctsl		IMP		J:153812 	
MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	2		positive regulation of protein processing	uses PR:Q8VDL9-1		IGI	MGI:98397 	J:127491 	
MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	2		positive regulation of protein processing	uses PR:Q8VDL9-1		IMP		J:127491 	
MGI:2151929	Cts3	cathepsin 3	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:2151929	Cts3	cathepsin 3	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:1889619	Cts6	cathepsin 6	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:1889619	Cts6	cathepsin 6	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:1860262	Cts7	cathepsin 7	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:1860262	Cts7	cathepsin 7	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:1860275	Cts8	cathepsin 8	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:1860275	Cts8	cathepsin 8	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:107361	Ctse	cathepsin E	1		protein autoprocessing			ISO	RGD:2446 	J:155856 	
MGI:107285	Ctsh	cathepsin H	9		zymogen activation			IMP		J:165930 	
MGI:107285	Ctsh	cathepsin H	9		zymogen activation			ISO	P09668 	J:164563 	
MGI:1349426	Ctsj	cathepsin J	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:1349426	Ctsj	cathepsin J	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:88564	Ctsl	cathepsin L	13		protein autoprocessing		PR:P06797-1	IDA		J:201393 	
MGI:88564	Ctsl	cathepsin L	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:88564	Ctsl	cathepsin L	13		protein processing		PR:000037136	IDA		J:90511 	
MGI:88564	Ctsl	cathepsin L	13		protein processing		PR:000037136	IMP	MGI:2136432 	J:90511 	
MGI:88564	Ctsl	cathepsin L	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:1917452	Ctsll3	cathepsin L-like 3	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:1917452	Ctsll3	cathepsin L-like 3	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:1927229	Ctsm	cathepsin M	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:1927229	Ctsm	cathepsin M	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:2137385	Ctsq	cathepsin Q	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:2137385	Ctsq	cathepsin Q	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:1861723	Ctsr	cathepsin R	13		protein autoprocessing			ISO	P07711 	J:164563 	
MGI:1861723	Ctsr	cathepsin R	13		zymogen activation			ISO	P07711 	J:164563 	
MGI:107341	Ctss	cathepsin S	3		protein processing			ISO	P25774 	J:164563 	
MGI:1891190	Ctsz	cathepsin Z	2		negative regulation of plasminogen activation			ISO	Q9UBR2 	J:164563 	
MGI:1202881	Cuzd1	CUB and zona pellucida-like domains 1	7		trypsinogen activation			IMP		J:80980 	
MGI:1924134	Cyfip2	cytoplasmic FMR1 interacting protein 2	11		activation of cysteine-type endopeptidase activity			IBA	PTN002638922 	J:265628 	
MGI:1924134	Cyfip2	cytoplasmic FMR1 interacting protein 2	11		activation of cysteine-type endopeptidase activity			ISO	Q96F07 	J:164563 	
MGI:1913936	Dcbld1	discoidin, CUB  and LCCL domain containing 1	10		zymogen activation			IBA	PTN002799295 	J:265628 	
MGI:1917244	Ddi2	DNA-damage inducible protein 2	4		protein processing			ISO	Q5TDH0 	J:164563 	
MGI:1917244	Ddi2	DNA-damage inducible protein 2	4		protein processing			ISS	Q5TDH0 	J:276391 J:297195 	
MGI:1922004	Dhcr24	24-dehydrocholesterol reductase	4		plasminogen activation	happens in brain,regulates Plg		IMP	MGI:3027024 	J:105158 	
MGI:94891	Dhh	desert hedgehog	15		intein-mediated protein splicing			IEA	IPR006141 	J:72247 	
MGI:94891	Dhh	desert hedgehog	15		protein autoprocessing			IEA	IPR001767 	J:72247 	
MGI:1916147	Disp1	dispatched RND transporter family member 1	1		patched ligand maturation			IDA		J:79831 	
MGI:1916147	Disp1	dispatched RND transporter family member 1	1		patched ligand maturation			IMP	MGI:2429759 	J:79831 	
MGI:107736	Dync2h1	dynein cytoplasmic 2 heavy chain 1	9		protein processing	happens in embryo,has the participant Gli3		IMP	MGI:3578144 	J:100466 	
MGI:107736	Dync2h1	dynein cytoplasmic 2 heavy chain 1	9		protein processing	happens in embryo,has the participant Gli3		IMP		J:103514 	
MGI:1101357	Ece1	endothelin converting enzyme 1	4		endothelin maturation			ISO	P42892 	J:164563 	
MGI:1101357	Ece1	endothelin converting enzyme 1	4		peptide hormone processing			IBA	PTN002620889 	J:265628 	
MGI:1101357	Ece1	endothelin converting enzyme 1	4		peptide hormone processing			ISO	P42892 	J:164563 	
MGI:1101357	Ece1	endothelin converting enzyme 1	4		peptide hormone processing			ISS		J:40232 	
MGI:1101357	Ece1	endothelin converting enzyme 1	4		protein processing			IBA	PTN000199753 	J:265628 	
MGI:1101357	Ece1	endothelin converting enzyme 1	4		protein processing			ISO	RGD:620293 	J:155856 	
MGI:1101357	Ece1	endothelin converting enzyme 1	4		protein processing			ISO	P42892 	J:164563 	
MGI:1101356	Ece2	endothelin converting enzyme 2	16		peptide hormone processing			ISO	P0DPD6 	J:164563 	
MGI:1101356	Ece2	endothelin converting enzyme 2	16		peptide hormone processing			ISS		J:42648 	
MGI:1101356	Ece2	endothelin converting enzyme 2	16		protein processing			IBA	PTN000199753 	J:265628 	
MGI:1343461	Ecel1	endothelin converting enzyme-like 1	1		protein processing			IBA	PTN000199753 	J:265628 	
MGI:95292	Egfbp2	epidermal growth factor binding protein type B	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:95292	Egfbp2	epidermal growth factor binding protein type B	7		zymogen activation			IDA		J:2320 J:40296 J:46117 	
MGI:95393	Eno1	enolase 1, alpha non-neuron	4		positive regulation of plasminogen activation			ISO	P06733 	J:164563 	
MGI:3648653	Eno1b	enolase 1B, retrotransposed	18		positive regulation of plasminogen activation			ISO	P06733 	J:164563 	
MGI:1914725	Ero1b	endoplasmic reticulum oxidoreductase 1 beta	13		insulin processing			IMP	MGI:3864866 	J:158805 	
MGI:88381	F3	coagulation factor III	3		activation of plasma proteins involved in acute inflammatory response			ISO	P13726 	J:164563 	
MGI:88381	F3	coagulation factor III	3		protein processing			ISO	P13726 	J:164563 	
MGI:109325	F7	coagulation factor VII	8		protein processing			ISO	P08709 	J:164563 	
MGI:88384	F9	coagulation factor IX	X		zymogen activation			IBA	PTN000667592 	J:265628 	
MGI:88384	F9	coagulation factor IX	X		zymogen activation			ISO	P00740 	J:164563 	
MGI:99481	F11	coagulation factor XI	8		plasminogen activation			ISO	P03951 	J:164563 	
MGI:1891012	F12	coagulation factor XII (Hageman factor)	13		Factor XII activation			ISO	P00748 	J:164563 	
MGI:1891012	F12	coagulation factor XII (Hageman factor)	13		positive regulation of plasminogen activation			ISO	P00748 	J:164563 	
MGI:1891012	F12	coagulation factor XII (Hageman factor)	13		protein autoprocessing			ISO	P00748 	J:164563 	
MGI:1891012	F12	coagulation factor XII (Hageman factor)	13		protein processing			ISO	P00748 	J:164563 	
MGI:1891012	F12	coagulation factor XII (Hageman factor)	13		zymogen activation			IBA	PTN002800021 	J:265628 	
MGI:1891012	F12	coagulation factor XII (Hageman factor)	13		zymogen activation			ISO	P00748 	J:164563 	
MGI:109324	Fadd	Fas (TNFRSF6)-associated via death domain	7		activation of cysteine-type endopeptidase activity			ISO	Q13158 	J:164563 	
MGI:1915508	Fam111a	family with sequence similarity 111, member A	19		protein autoprocessing			ISO	Q96PZ2 	J:164563 	
MGI:1916419	Fcmr	Fc fragment of IgM receptor	1		inhibition of cysteine-type endopeptidase activity involved in apoptotic process	regulates Casp8		IDA		J:97777 	
MGI:1316726	Fga	fibrinogen alpha chain	3		plasminogen activation			ISO	P02671 	J:164563 	
MGI:99501	Fgb	fibrinogen beta chain	3		plasminogen activation			ISO	P02675 	J:164563 	
MGI:95526	Fgg	fibrinogen gamma chain	3		plasminogen activation			ISO	P02679 	J:164563 	
MGI:2447586	Fkrp	fukutin related protein	7		protein processing			IDA		J:80808 	
MGI:95564	Fmr1	FMRP translational regulator 1	X		negative regulation of protein processing			ISO	RGD:2623 	J:155856 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		dibasic protein processing			ISO	P09958 	J:164563 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		peptide hormone processing			IBA	PTN000082901 	J:265628 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		peptide hormone processing			ISO	P09958 	J:164563 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		protein processing			IBA	PTN002451026 	J:265628 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		protein processing	has the participant Furin		IDA		J:163721 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		protein processing			IMP	MGI:3700008 	J:169483 J:203527 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		protein processing			ISO	RGD:3274 	J:155856 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		protein processing			ISO	P09958 	J:95653 J:164563 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		signal peptide processing			ISO	P09958 	J:164563 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		zymogen activation			ISO	P09958 	J:164563 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		zymogen inhibition			ISO	P09958 	J:164563 	
MGI:1917550	Fuz	fuzzy planar cell polarity protein	7		positive regulation of protein processing	uses PR:000037267,generates PR:000037268,happens in forelimb bud		IMP	MGI:4346364 	J:154370 	
MGI:1096879	Fxn	frataxin	19		protein autoprocessing			ISO	Q16595 	J:164563 	
MGI:95655	Gas1	growth arrest specific 1	13		negative regulation of protein processing			ISO	P54826 	J:164563 	
MGI:104967	Glg1	golgi apparatus protein 1	8		negative regulation of protein processing	regulates a function/process that uses Tgfb2		IGI	MGI:97513 	J:163721 	
MGI:104967	Glg1	golgi apparatus protein 1	8		negative regulation of protein processing	regulates a function/process that happens in long bone epiphyseal plate,regulates a function/process that happens in chondrocyte,regulates a function/process that uses Tgfb2|regulates a function/process that happens in femur,regulates a function/process that happens in chondrocyte,regulates a function/process that uses Tgfb2		IMP	MGI:4829764 	J:163721 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		protein processing			IDA		J:142500 	
MGI:95851	Gsn	gelsolin	2		positive regulation of protein processing in phagocytic vesicle	uses collagen type I trimer		IMP		J:219057 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		plasminogen activation			IMP		J:149113 	
MGI:95886	H13	histocompatibility 13	2		signal peptide processing			IBA	PTN000256133 	J:265628 	
MGI:1859281	Hgfac	hepatocyte growth factor activator	5		zymogen activation			IBA	PTN002800021 	J:265628 	
MGI:1916835	Hjv	hemojuvelin BMP co-receptor	3		protein autoprocessing			ISO	Q6ZVN8 	J:164563 	
MGI:96211	Hp	haptoglobin	8		zymogen activation			IBA	PTN002799295 	J:265628 	
MGI:1196620	Hpn	hepsin	7		positive regulation of plasminogen activation			ISO	P05981 	J:164563 	
MGI:96429	Ifi204	interferon activated gene 204	1		activation of cysteine-type endopeptidase activity			ISO	Q16666 	J:164563 	
MGI:3646410	Ifi206	interferon activated gene 206	1		activation of cysteine-type endopeptidase activity			ISO	Q16666 	J:164563 	
MGI:2138302	Ifi207	interferon activated gene 207	1		activation of cysteine-type endopeptidase activity			ISO	Q16666 	J:164563 	
MGI:2387217	Ift52	intraflagellar transport 52	2		regulation of protein processing	regulates a function/process that happens in future spinal cord,regulates PR:Q61602-1|regulates a function/process that happens in limb,regulates PR:Q61602-1		IMP		J:98800 	
MGI:98715	Ift88	intraflagellar transport 88	14		regulation of protein processing	uses UniProtKB:Q61602		IMP	MGI:1859153 	J:115756 	
MGI:98715	Ift88	intraflagellar transport 88	14		regulation of protein processing	regulates a function/process that happens in future spinal cord,regulates PR:Q61602-1|regulates a function/process that happens in limb,regulates PR:Q61602-1		IMP	MGI:3027342 	J:98800 	
MGI:2682064	Ift172	intraflagellar transport 172	5		protein processing	happens in embryo,has the participant Gli3		IMP	MGI:2682066 	J:100466 	
MGI:96533	Ihh	Indian hedgehog	1		intein-mediated protein splicing			IEA	IPR006141 	J:72247 	
MGI:96533	Ihh	Indian hedgehog	1		protein autoprocessing			IEA	IPR001767 	J:72247 	
MGI:96546	Il1r2	interleukin 1 receptor, type II	1		negative regulation of protein processing	regulates a function/process that uses PR:000045525		IMP		J:193599 	
MGI:1913791	Immp1l	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	2		protein processing involved in protein targeting to mitochondrion			IBA	PTN000272699 	J:265628 	
MGI:2135611	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	12		protein processing involved in protein targeting to mitochondrion			IBA	PTN000962786 	J:265628 	
MGI:2135611	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	12		protein processing involved in protein targeting to mitochondrion	has the participant Diablo		IGI	S000004638 	J:100749 	
MGI:2135611	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	12		signal peptide processing			IEA	IPR037730 	J:72247 	
MGI:103257	Inpp5b	inositol polyphosphate-5-phosphatase B	4		regulation of protein processing			IMP	MGI:2159609 	J:73678 	
MGI:1346053	Kel	Kell blood group	6		protein processing			IBA	PTN000199753 	J:265628 	
MGI:102850	Klk1	kallikrein 1	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:892019	Klk1b1	kallikrein 1-related peptidase b1	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:97322	Klk1b3	kallikrein 1-related peptidase b3	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:97320	Klk1b4	kallikrein 1-related pepidase b4	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:892020	Klk1b5	kallikrein 1-related peptidase b5	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:892018	Klk1b8	kallikrein 1-related peptidase b8	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:95293	Klk1b9	kallikrein 1-related peptidase b9	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:95293	Klk1b9	kallikrein 1-related peptidase b9	7		zymogen activation			IDA		J:40296 	
MGI:892023	Klk1b11	kallikrein 1-related peptidase b11	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:891982	Klk1b16	kallikrein 1-related peptidase b16	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:892022	Klk1b21	kallikrein 1-related peptidase b21	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:95291	Klk1b22	kallikrein 1-related peptidase b22	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:95291	Klk1b22	kallikrein 1-related peptidase b22	7		zymogen activation			IDA		J:46117 	
MGI:892021	Klk1b24	kallikrein 1-related peptidase b24	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:891981	Klk1b26	kallikrein 1-related petidase b26	7		zymogen activation			IBA	PTN000668785 	J:265628 	
MGI:891981	Klk1b26	kallikrein 1-related petidase b26	7		zymogen activation			IDA		J:2320 J:46117 	
MGI:891980	Klk1b27	kallikrein 1-related peptidase b27	7		zymogen activation			IBA	PTN000668785 	J:265628 	
