MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		positive regulation of miRNA mediated inhibition of translation			ISO	Q9UKV8 	J:164563 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay			IMP		J:196089 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		positive regulation of nuclear-transcribed mRNA poly(A) tail shortening			IMP		J:196089 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		positive regulation of translation, ncRNA-mediated			ISO	Q9UKV8 	J:164563 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2446634	Ago3	argonaute RISC catalytic subunit 3	4		miRNA mediated inhibition of translation			ISO	Q9H9G7 	J:164563 	
MGI:2446634	Ago3	argonaute RISC catalytic subunit 3	4		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1924100	Ago4	argonaute RISC catalytic subunit 4	4		miRNA mediated inhibition of translation			ISO	Q9HCK5 	J:164563 	
MGI:1924100	Ago4	argonaute RISC catalytic subunit 4	4		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:102774	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	3		translation			IEA	KW-0648 	J:60000 	
MGI:2385237	Aimp2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	5		translation			IEA	KW-0648 	J:60000 	
MGI:3050566	Akap6	A kinase (PRKA) anchor protein 6	12		positive regulation of translation			ISO	RGD:69412 	J:155856 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		translation			ISO	RGD:2081 	J:155856 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of mitochondrial translation			ISO	Q13686 	J:164563 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational elongation			ISO	Q13686 	J:164563 	
MGI:2384034	Alkbh1	alkB homolog 1, histone H2A dioxygenase	12		regulation of translational initiation			ISO	Q13686 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:1201793	Ang3	angiogenin, ribonuclease A family, member 3	14		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:88046	Aplp1	amyloid beta (A4) precursor-like protein 1	7		regulation of translation			IDA		J:103763 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		regulation of translation			IDA		J:103763 	
MGI:1922702	Ascc2	activating signal cointegrator 1 complex subunit 2	11		rescue of stalled ribosome			ISO	Q9H1I8 	J:164563 	
MGI:1925237	Ascc3	activating signal cointegrator 1 complex subunit 3	10		rescue of stalled ribosome			ISO	Q8N3C0 	J:164563 	
MGI:2442120	Bank1	B cell scaffold protein with ankyrin repeats 1	3		negative regulation of translational initiation	regulates Il6		IMP	MGI:3686872 	J:207126 	
MGI:1859314	Barhl2	BarH like homeobox 2	5		positive regulation of translation			IMP		J:82674 	
MGI:104905	Bc1	brain cytoplasmic RNA 1	7		negative regulation of translation, ncRNA-mediated			ISO	M16113 	J:73065 	
MGI:104905	Bc1	brain cytoplasmic RNA 1	7		negative regulation of translational initiation			ISO	M16113 	J:73065 	
MGI:88140	Bcl3	B cell leukemia/lymphoma 3	7		positive regulation of translation			ISO	P20749 	J:164563 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		positive regulation of translation			IBA	MGI:1342328 PTN000877352 Q8N9W6 Q92904 Q9NQZ3 	J:265628 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		positive regulation of translational initiation			IBA	PTN000877352 	J:265628 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		positive regulation of translational initiation			ISO	Q8N9W6 	J:164563 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:108384	Btg2	BTG anti-proliferation factor 2	1		negative regulation of translation			ISO	P78543 	J:164563 	
MGI:108384	Btg2	BTG anti-proliferation factor 2	1		positive regulation of nuclear-transcribed mRNA poly(A) tail shortening			ISO	P78543 	J:73065 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		positive regulation of mitochondrial translation			IMP		J:196232 	
MGI:88252	Calr	calreticulin	8		negative regulation of translation			ISO	P27797 	J:164563 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		negative regulation of translation			ISO	RGD:1305707 	J:155856 	
MGI:2448541	Caprin2	caprin family member 2	6		negative regulation of translation			IEA	KW-0652 	J:60000 	
MGI:1351477	Cars	cysteinyl-tRNA synthetase	7		cysteinyl-tRNA aminoacylation			IBA	PTN000095308 	J:265628 	
MGI:1351477	Cars	cysteinyl-tRNA synthetase	7		cysteinyl-tRNA aminoacylation			ISO	P49589 	J:164563 	
MGI:1351477	Cars	cysteinyl-tRNA synthetase	7		translation			IEA	KW-0648 	J:60000 	
MGI:1351477	Cars	cysteinyl-tRNA synthetase	7		tRNA aminoacylation for protein translation			IEA	IPR009080 	J:72247 	
MGI:1919191	Cars2	cysteinyl-tRNA synthetase 2 (mitochondrial)(putative)	8		cysteinyl-tRNA aminoacylation			IBA	PTN000095308 	J:265628 	
MGI:1919191	Cars2	cysteinyl-tRNA synthetase 2 (mitochondrial)(putative)	8		translation			IEA	KW-0648 	J:60000 	
MGI:1919191	Cars2	cysteinyl-tRNA synthetase 2 (mitochondrial)(putative)	8		tRNA aminoacylation for protein translation			IEA	IPR009080 	J:72247 	
MGI:2179723	Casc3	cancer susceptibility candidate 3	11		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:88357	Cdk4	cyclin-dependent kinase 4	10		positive regulation of translation			ISO	RGD:621120 	J:155856 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		positive regulation of mitochondrial translation			IMP	MGI:5750452 	J:220703 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		positive regulation of translational fidelity			IGI	945260 	J:220703 	
MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	13		maintenance of translational fidelity	happens in pancreas,happens in type B pancreatic cell		IMP	MGI:5301443 	J:178248 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		mRNA destabilization			ISO	RGD:1307721 	J:155856 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		negative regulation of translation	uses PR:Q61701-1,uses PR:Q61701-6,uses PR:Q61701-10,happens in neuroblast (sensu Vertebrata)	PR:P28659-1	IDA		J:287170 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		negative regulation of translation	uses PR:Q61701-1,uses PR:Q61701-6,uses PR:Q61701-10	PR:P28659-1	IMP		J:287170 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		negative regulation of translation	uses PR:Q61701-1,uses PR:Q61701-6,uses PR:Q61701-10,happens in neuroblast (sensu Vertebrata)	PR:P28659-1	IMP		J:287170 	
MGI:1913371	Chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	14		mitochondrial translation			IEA	IPR033620 	J:72247 	
MGI:893588	Cirbp	cold inducible RNA binding protein	10		positive regulation of translation			ISO	Q14011 	J:164563 	
MGI:1923036	Ckap5	cytoskeleton associated protein 5	2		cytoplasmic translation	happens in hippocampal neuron,happens in neuronal ribonucleoprotein granule		IDA		J:205779 	
MGI:1923036	Ckap5	cytoskeleton associated protein 5	2		cytoplasmic translation	happens in hippocampal neuron,happens in neuronal ribonucleoprotein granule		IMP	MGI:2177650 MGI:5570192 	J:205779 	
MGI:88431	Cnbp	cellular nucleic acid binding protein	6		positive regulation of cytoplasmic translation			IBA	PTN000543537 	J:265628 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		negative regulation of translation			ISO	A5YKK6 	J:164563 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay			IBA	PTN000322838 	J:265628 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay			ISO	A5YKK6 	J:164563 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		positive regulation of nuclear-transcribed mRNA poly(A) tail shortening			ISO	A5YKK6 	J:164563 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		regulation of translation			IEA	IPR040398 	J:72247 	
MGI:2442402	Cnot1	CCR4-NOT transcription complex, subunit 1	8		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1919318	Cnot2	CCR4-NOT transcription complex, subunit 2	10		nuclear-transcribed mRNA poly(A) tail shortening			IBA	PTN000595684 	J:265628 	
MGI:1919318	Cnot2	CCR4-NOT transcription complex, subunit 2	10		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2385261	Cnot3	CCR4-NOT transcription complex, subunit 3	7		nuclear-transcribed mRNA poly(A) tail shortening			IBA	PTN000595684 	J:265628 	
MGI:2385261	Cnot3	CCR4-NOT transcription complex, subunit 3	7		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2144529	Cnot6	CCR4-NOT transcription complex, subunit 6	11		exonucleolytic catabolism of deadenylated mRNA			ISO	Q9ULM6 	J:164563 	
MGI:2144529	Cnot6	CCR4-NOT transcription complex, subunit 6	11		nuclear-transcribed mRNA poly(A) tail shortening			IBA	PTN000252094 	J:265628 	
MGI:2144529	Cnot6	CCR4-NOT transcription complex, subunit 6	11		nuclear-transcribed mRNA poly(A) tail shortening			ISO	Q9ULM6 	J:164563 	
MGI:2144529	Cnot6	CCR4-NOT transcription complex, subunit 6	11		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2443154	Cnot6l	CCR4-NOT transcription complex, subunit 6-like	5		mRNA destabilization			IMP		J:143628 	
MGI:2443154	Cnot6l	CCR4-NOT transcription complex, subunit 6-like	5		nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay			IMP		J:143628 	
MGI:2443154	Cnot6l	CCR4-NOT transcription complex, subunit 6-like	5		nuclear-transcribed mRNA poly(A) tail shortening			IBA	PTN000252094 	J:265628 	
MGI:2443154	Cnot6l	CCR4-NOT transcription complex, subunit 6-like	5		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		deadenylation-dependent decapping of nuclear-transcribed mRNA			IGI	MGI:109382 	J:139263 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		deadenylation-dependent decapping of nuclear-transcribed mRNA			IMP		J:139263 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		exonucleolytic catabolism of deadenylated mRNA			IBA	PTN000084083 	J:265628 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		exonucleolytic catabolism of deadenylated mRNA			ISO	Q9UIV1 	J:164563 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		nuclear-transcribed mRNA poly(A) tail shortening			IMP		J:139263 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay			IMP		J:196089 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay			ISO	Q9UIV1 	J:164563 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		positive regulation of nuclear-transcribed mRNA poly(A) tail shortening			IMP		J:196089 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		positive regulation of nuclear-transcribed mRNA poly(A) tail shortening			ISO	Q9UIV1 	J:164563 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1916375	Cnot8	CCR4-NOT transcription complex, subunit 8	11		exonucleolytic catabolism of deadenylated mRNA			IBA	PTN000084083 	J:265628 	
MGI:1916375	Cnot8	CCR4-NOT transcription complex, subunit 8	11		exonucleolytic catabolism of deadenylated mRNA			ISO	Q9UFF9 	J:164563 	
MGI:1916375	Cnot8	CCR4-NOT transcription complex, subunit 8	11		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1928902	Cnot9	CCR4-NOT transcription complex, subunit 9	1		negative regulation of translation			IBA	PTN000262555 	J:265628 	
MGI:1928902	Cnot9	CCR4-NOT transcription complex, subunit 9	1		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1926143	Cnot10	CCR4-NOT transcription complex, subunit 10	9		negative regulation of translation			IBA	PTN000312270 	J:265628 	
MGI:1926143	Cnot10	CCR4-NOT transcription complex, subunit 10	9		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:106580	Cnot11	CCR4-NOT transcription complex, subunit 11	1		negative regulation of translation			IBA	PTN000410064 	J:265628 	
MGI:106580	Cnot11	CCR4-NOT transcription complex, subunit 11	1		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1098757	Coa3	cytochrome C oxidase assembly factor 3	11		positive regulation of mitochondrial translation			ISO	Q9Y2R0 	J:164563 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		negative regulation of cytoplasmic translation			IBA	PTN000286163 	J:265628 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		negative regulation of cytoplasmic translation			IDA		J:204958 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		negative regulation of cytoplasmic translation			ISO	Q9BZB8 	J:164563 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		negative regulation of translation			ISO	RGD:1310421 	J:155856 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		positive regulation of translation			ISO	RGD:1310421 	J:155856 	
MGI:108442	Cpeb1	cytoplasmic polyadenylation element binding protein 1	7		regulation of translation	regulates Sycp1|regulates Sycp3		IDA		J:102097 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translation			IBA	PTN000286163 	J:265628 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translation			IDA		J:204958 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of cytoplasmic translation			ISO	Q7Z5Q1 	J:164563 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		negative regulation of translational elongation	regulates Epas1		IGI	MGI:95288 	J:181762 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		regulation of translation			IEA	IPR034819 	J:72247 	
MGI:2442640	Cpeb2	cytoplasmic polyadenylation element binding protein 2	5		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		3'-UTR-mediated mRNA destabilization			ISO	Q8NE35 	J:164563 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of cytoplasmic translation			IBA	PTN000286163 	J:265628 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of cytoplasmic translational elongation			IDA		J:181762 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of translation			IDA		J:119665 J:235235 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of translation	regulates a function/process that happens in hippocampus,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP		J:119665 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		negative regulation of translation			ISO	Q8NE35 	J:164563 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay			ISO	Q8NE35 	J:164563 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		positive regulation of nuclear-transcribed mRNA poly(A) tail shortening			ISO	Q8NE35 	J:164563 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		positive regulation of translation			IDA		J:178916 J:235235 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		positive regulation of translation			IMP		J:223363 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		regulation of translation			IEA	IPR034819 	J:72247 	
MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	19		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1914829	Cpeb4	cytoplasmic polyadenylation element binding protein 4	11		negative regulation of cytoplasmic translation			IBA	PTN000286163 	J:265628 	
MGI:1914829	Cpeb4	cytoplasmic polyadenylation element binding protein 4	11		regulation of translation			IEA	IPR034819 	J:72247 	
MGI:2685518	Ctif	CBP80/20-dependent translation initiation factor	18		positive regulation of translation			IBA	PTN000583582 Q9H074 	J:265628 	
MGI:2685518	Ctif	CBP80/20-dependent translation initiation factor	18		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:2685518	Ctif	CBP80/20-dependent translation initiation factor	18		regulation of translational initiation			IBA	PTN000583582 	J:265628 	
MGI:2685518	Ctif	CBP80/20-dependent translation initiation factor	18		regulation of translational initiation			ISO	O43310 	J:164563 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		regulation of translation			IBA	PTN000257565 	J:265628 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		regulation of translation	regulates_translation_of Arc,happens in postsynapse		IMP		J:201819 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		regulation of translation at postsynapse, modulating synaptic transmission	happens in UBERON:0001950		EXP		J:201819 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		regulation of translation at postsynapse, modulating synaptic transmission	happens in UBERON:0001950		IDA		J:201819 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		regulation of translation at postsynapse, modulating synaptic transmission	happens in UBERON:0001950		IEP		J:201819 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		regulation of translation at postsynapse, modulating synaptic transmission	happens in UBERON:0001950		IMP		J:201819 	
MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	7		regulation of translation at postsynapse, modulating synaptic transmission	happens in UBERON:0001950		IPI		J:201819 	
MGI:88590	Cyp1b1	cytochrome P450, family 1, subfamily b, polypeptide 1	17		positive regulation of translation			ISO	RGD:2460 	J:155856 	
MGI:91842	D1Pas1	DNA segment, Chr 1, Pasteur Institute 1	1		negative regulation of translation			ISO	O00571 	J:164563 	
MGI:91842	D1Pas1	DNA segment, Chr 1, Pasteur Institute 1	1		positive regulation of translation			ISO	O00571 	J:164563 	
MGI:91842	D1Pas1	DNA segment, Chr 1, Pasteur Institute 1	1		positive regulation of translation in response to endoplasmic reticulum stress			ISO	O00571 	J:164563 	
MGI:91842	D1Pas1	DNA segment, Chr 1, Pasteur Institute 1	1		positive regulation of translational initiation			ISO	O00571 	J:164563 	
MGI:91842	D1Pas1	DNA segment, Chr 1, Pasteur Institute 1	1		translational initiation			ISO	O00571 	J:164563 	
MGI:1915039	Dalrd3	DALR anticodon binding domain containing 3	9		arginyl-tRNA aminoacylation			IEA	IPR008909 	J:72247 	
MGI:1915039	Dalrd3	DALR anticodon binding domain containing 3	9		tRNA aminoacylation for protein translation			IEA	IPR009080 	J:72247 	
MGI:1916885	Dapk1	death associated protein kinase 1	13		negative regulation of translation			ISO	P53355 	J:164563 	
MGI:1916885	Dapk1	death associated protein kinase 1	13		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1203520	Dapk3	death-associated protein kinase 3	10		negative regulation of translation			ISO	O43293 	J:164563 	
MGI:2442544	Dars	aspartyl-tRNA synthetase	1		aspartyl-tRNA aminoacylation			IBA	PTN000502509 	J:265628 	
MGI:2442544	Dars	aspartyl-tRNA synthetase	1		aspartyl-tRNA aminoacylation			ISO	P14868 	J:73065 	
MGI:2442544	Dars	aspartyl-tRNA synthetase	1		translation			IEA	KW-0648 	J:60000 	
MGI:2442544	Dars	aspartyl-tRNA synthetase	1		tRNA aminoacylation for protein translation			IEA	IPR002312 IPR004364 	J:72247 	
MGI:2442510	Dars2	aspartyl-tRNA synthetase 2 (mitochondrial)	1		aspartyl-tRNA aminoacylation			IBA	PTN000502597 	J:265628 	
MGI:2442510	Dars2	aspartyl-tRNA synthetase 2 (mitochondrial)	1		mitochondrial asparaginyl-tRNA aminoacylation			ISO	Q6PI48 	J:164563 	
MGI:2442510	Dars2	aspartyl-tRNA synthetase 2 (mitochondrial)	1		translation			IEA	KW-0648 	J:60000 	
MGI:2442510	Dars2	aspartyl-tRNA synthetase 2 (mitochondrial)	1		tRNA aminoacylation for protein translation			IEA	IPR002312 IPR004364 	J:72247 	
MGI:1342328	Dazl	deleted in azoospermia-like	17		positive regulation of translational initiation			IBA	PTN000877352 	J:265628 	
MGI:1342328	Dazl	deleted in azoospermia-like	17		positive regulation of translational initiation			IDA		J:114722 	
MGI:1342328	Dazl	deleted in azoospermia-like	17		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:1923151	Dcp1a	decapping mRNA 1A	14		deadenylation-dependent decapping of nuclear-transcribed mRNA			IBA	PTN000418281 	J:265628 	
MGI:2442404	Dcp1b	decapping mRNA 1B	6		deadenylation-dependent decapping of nuclear-transcribed mRNA			IBA	PTN000418281 	J:265628 	
MGI:1917890	Dcp2	decapping mRNA 2	18		deadenylation-dependent decapping of nuclear-transcribed mRNA			IBA	PTN000561807 	J:265628 	
MGI:1916555	Dcps	decapping enzyme, scavenger	9		deadenylation-dependent decapping of nuclear-transcribed mRNA			IBA	PTN000312213 	J:265628 	
MGI:103064	Ddx3x	DEAD box helicase 3, X-linked	X		negative regulation of translation			ISO	O00571 	J:164563 	
MGI:103064	Ddx3x	DEAD box helicase 3, X-linked	X		positive regulation of translation			ISO	O00571 	J:164563 	
MGI:103064	Ddx3x	DEAD box helicase 3, X-linked	X		positive regulation of translation in response to endoplasmic reticulum stress			ISO	O00571 	J:164563 	
MGI:103064	Ddx3x	DEAD box helicase 3, X-linked	X		positive regulation of translational initiation			ISO	O00571 	J:164563 	
MGI:103064	Ddx3x	DEAD box helicase 3, X-linked	X		regulation of translation			IEA	KW-0810 	J:60000 	
MGI:103064	Ddx3x	DEAD box helicase 3, X-linked	X		translational initiation			ISO	O00571 	J:164563 	
MGI:104976	Ddx6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	9		negative regulation of translation			ISO	P26196 	J:164563 	
MGI:104976	Ddx6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	9		positive regulation of miRNA mediated inhibition of translation			ISO	P26196 	J:164563 	
MGI:1353582	Ddx25	DEAD box helicase 25	9		regulation of translation			IDA		J:117393 	
MGI:99240	Ddx39b	DEAD box helicase 39b	17		positive regulation of translation			ISO	RGD:70923 	J:155856 	
MGI:1915434	Denr	density-regulated protein	5		formation of translation preinitiation complex			IBA	PTN000300443 	J:265628 	
MGI:1915434	Denr	density-regulated protein	5		formation of translation preinitiation complex			ISO	O43583 	J:164563 	
MGI:1915434	Denr	density-regulated protein	5		translation			IEA	KW-0648 	J:60000 	
MGI:1915434	Denr	density-regulated protein	5		translation reinitiation			IBA	PTN000300443 	J:265628 	
MGI:1915434	Denr	density-regulated protein	5		translational initiation			IEA	IPR001950 IPR036877 	J:72247 	
MGI:1915434	Denr	density-regulated protein	5		translational initiation			IEA	KW-0396 	J:60000 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		positive regulation of cytoplasmic translation			ISO	Q08211 	J:164563 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		regulation of cytoplasmic translation			ISO	Q08211 	J:164563 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		regulation of translation			IEA	KW-0810 	J:60000 	
