MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1351619	Abcb11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	2		canalicular bile acid transport			IMP		J:67548 J:188866 J:205077 J:289083 	
MGI:1351619	Abcb11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	2		canalicular bile acid transport			ISO	RGD:619930 	J:155856 	
MGI:1351619	Abcb11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	2		canalicular bile acid transport			ISO	O95342 	J:164563 	
MGI:1351619	Abcb11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	2		positive regulation of bile acid secretion			IMP		J:67548 J:205077 	
MGI:1352447	Abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	19		canalicular bile acid transport			ISO	RGD:2366 	J:155856 	
MGI:1923658	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	11		canalicular bile acid transport			ISO	O88563 	J:73065 	
MGI:2443111	Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	14		prostaglandin secretion			ISO	O15439 	J:217714 	
MGI:2443111	Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	14		prostaglandin secretion			ISO	Q8QFL6 	J:217714 	
MGI:1352629	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	7		negative regulation of insulin secretion			ISO	RGD:3786 	J:155856 	
MGI:107704	Abcg1	ATP binding cassette subfamily G member 1	17		positive regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	RGD:620294 	J:155856 	
MGI:107704	Abcg1	ATP binding cassette subfamily G member 1	17		positive regulation of protein secretion			ISO	P45844 	J:164563 	
MGI:107771	Abr	active BCR-related gene	11		negative regulation of neutrophil degranulation	regulates a function/process that happens in neutrophil		IGI	MGI:88141 	J:153997 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		arachidonic acid secretion			ISO	P12821 	J:164563 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		negative regulation of renal sodium excretion			ISO	RGD:2493 	J:155856 	
MGI:1921455	Acsl3	acyl-CoA synthetase long-chain family member 3	1		positive regulation of secretion			ISO	O95573 	J:164563 	
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	X		negative regulation of prostaglandin secretion			ISO	O60488 	J:164563 	
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	X		positive regulation of insulin secretion			ISO	RGD:69401 	J:155856 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		negative regulation of insulin secretion	regulates a function/process that happens in islets of Langerhans		IMP	MGI:3512292 	J:136342 	
MGI:102806	Acvr2a	activin receptor IIA	2		positive regulation of follicle-stimulating hormone secretion			ISO	RGD:70911 	J:155856 	
MGI:87912	Acvr2b	activin receptor IIB	9		insulin secretion	happens in pancreas		IGI	MGI:108051 	J:125512 	
MGI:87916	Ada	adenosine deaminase	2		histamine secretion			ISO	RGD:2031 	J:155856 	
MGI:87916	Ada	adenosine deaminase	2		negative regulation of mucus secretion	regulates a function/process that happens in lung		IGI	MGI:104847 	J:91943 	
MGI:87916	Ada	adenosine deaminase	2		negative regulation of mucus secretion	regulates a function/process that happens in lung		IGI	MGI:99401 	J:95142 	
MGI:87916	Ada	adenosine deaminase	2		negative regulation of mucus secretion	regulates a function/process that happens in lung		IMP	MGI:1857117 MGI:2683027 	J:91943 J:95142 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		positive regulation of protein secretion			ISO	Q13443 	J:164563 	
MGI:99677	Adcy1	adenylate cyclase 1	11		regulation of synaptic vesicle exocytosis	happens in hippocampal mossy fiber to CA3 synapse		IMP		J:47002 	
MGI:99677	Adcy1	adenylate cyclase 1	11		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:47002 	
MGI:99673	Adcy5	adenylate cyclase 5	16		regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	O95622 	J:164563 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		positive regulation of insulin secretion involved in cellular response to glucose stimulus			IMP		J:220774 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		positive regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	RGD:2036 	J:155856 	
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		histamine secretion			ISO	RGD:2037 	J:155856 	
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		insulin secretion			IDA		J:203279 	
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		positive regulation of growth hormone secretion			ISO	RGD:2037 	J:155856 	
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		positive regulation of somatostatin secretion			ISO	RGD:2037 	J:155856 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		negative regulation of hormone secretion			ISO	RGD:628748 	J:155856 	
MGI:108058	Adm	adrenomedullin	7		hormone secretion			ISO	RGD:2047 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		negative regulation of glutamate secretion			ISO	RGD:2048 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		negative regulation of hormone secretion			ISO	RGD:2048 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		negative regulation of mucus secretion	regulates a function/process that happens in lung		IGI	MGI:87916 	J:95142 	
MGI:99401	Adora1	adenosine A1 receptor	1		negative regulation of renal sodium excretion			ISO	RGD:2048 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		positive regulation of peptide secretion			ISO	RGD:2048 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		positive regulation of acetylcholine secretion, neurotransmission			ISO	RGD:2049 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		positive regulation of glutamate secretion			ISO	RGD:2049 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		positive regulation of protein secretion			ISO	RGD:2049 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		positive regulation of renal sodium excretion			ISO	RGD:2049 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		regulation of norepinephrine secretion			ISO	RGD:2049 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		regulation of synaptic vesicle exocytosis			ISO	RGD:2049 	J:155856 	
MGI:99403	Adora2b	adenosine A2b receptor	11		positive regulation of catecholamine secretion			ISO	RGD:2050 	J:155856 	
MGI:99403	Adora2b	adenosine A2b receptor	11		positive regulation of mast cell degranulation	regulates a function/process that happens in mast cell		IMP		J:132588 	
MGI:99403	Adora2b	adenosine A2b receptor	11		positive regulation of norepinephrine secretion			ISO	RGD:2050 	J:155856 	
MGI:99403	Adora2b	adenosine A2b receptor	11		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		EXP		J:256403 	
MGI:99403	Adora2b	adenosine A2b receptor	11		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in brain		EXP		J:256403 	
MGI:99403	Adora2b	adenosine A2b receptor	11		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IMP		J:256403 	
MGI:99403	Adora2b	adenosine A2b receptor	11		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in brain		IMP		J:256403 	
MGI:104847	Adora3	adenosine A3 receptor	3		histamine secretion by mast cell	happens in mast cell		IDA		J:84007 	
MGI:104847	Adora3	adenosine A3 receptor	3		histamine secretion by mast cell	happens in mast cell		IMP	MGI:2155986 	J:84007 	
MGI:104847	Adora3	adenosine A3 receptor	3		positive regulation of mast cell degranulation	regulates a function/process that happens in mast cell		IDA		J:84007 	
MGI:104847	Adora3	adenosine A3 receptor	3		positive regulation of mast cell degranulation	regulates a function/process that happens in mast cell		IMP	MGI:2155986 	J:84007 	
MGI:104847	Adora3	adenosine A3 receptor	3		positive regulation of mucus secretion	regulates a function/process that happens in lung		IGI	MGI:87916 	J:91943 	
MGI:104847	Adora3	adenosine A3 receptor	3		positive regulation of mucus secretion	regulates a function/process that happens in lung		IMP	MGI:2155986 	J:91943 	
MGI:104847	Adora3	adenosine A3 receptor	3		positive regulation of mucus secretion	regulates a function/process that happens in lung		IMP		J:91943 	
MGI:104773	Adra1a	adrenergic receptor, alpha 1a	14		regulation of synaptic vesicle exocytosis			ISO	RGD:2055 	J:155856 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		negative regulation of calcium ion-dependent exocytosis			ISO	RGD:2056 	J:155856 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		negative regulation of insulin secretion			ISO	P08913 	J:164563 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		negative regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	RGD:2056 	J:155856 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		negative regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	P08913 	J:164563 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		regulation of synaptic vesicle exocytosis	happens in dopaminergic synapse,happens in UBERON:0002420		EXP		J:126644 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		regulation of synaptic vesicle exocytosis	happens in dopaminergic synapse,happens in cerebral cortex		EXP		J:126644 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		regulation of synaptic vesicle exocytosis	happens in dopaminergic synapse,happens in UBERON:0002420		IMP		J:126644 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		regulation of synaptic vesicle exocytosis	happens in dopaminergic synapse,happens in cerebral cortex		IMP		J:126644 	
MGI:87937	Adrb1	adrenergic receptor, beta 1	19		positive regulation of renin secretion into blood stream			ISO	RGD:2059 	J:155856 	
MGI:87937	Adrb1	adrenergic receptor, beta 1	19		positive regulation of saliva secretion			ISO	RGD:2059 	J:155856 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		regulation of synaptic vesicle exocytosis			ISO	RGD:2060 	J:155856 	
MGI:1924596	Adtrp	androgen dependent TFPI regulating protein	13		negative regulation of extracellular matrix constituent secretion			ISO	Q96IZ2 	J:164563 	
MGI:1924596	Adtrp	androgen dependent TFPI regulating protein	13		negative regulation of protein secretion			ISO	Q96IZ2 	J:164563 	
MGI:1344405	Agr2	anterior gradient 2	12		mucus secretion			IMP		J:148339 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		positive regulation of extracellular matrix constituent secretion			ISO	RGD:2069 	J:155856 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		positive regulation of renal sodium excretion			ISO	RGD:2069 	J:155856 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		regulation of norepinephrine secretion			ISO	RGD:2069 	J:155856 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		regulation of renal sodium excretion			ISO	RGD:2069 	J:155856 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		renin-angiotensin regulation of aldosterone production			IMP	MGI:2136636 	J:53591 J:78698 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		renin-angiotensin regulation of aldosterone production			ISO	RGD:2069 	J:155856 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		renin secretion into blood stream			IMP	MGI:1857147 	J:78903 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		renin-angiotensin regulation of aldosterone production			IMP	MGI:1857147 	J:78903 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		renin-angiotensin regulation of aldosterone production			ISO	RGD:2070 	J:155856 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		aldosterone secretion			ISO	RGD:2072 	J:155856 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		negative regulation of icosanoid secretion			ISO	RGD:2072 	J:155856 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		negative regulation of norepinephrine secretion			ISO	RGD:2072 	J:155856 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		positive regulation of renal sodium excretion			ISO	RGD:2072 	J:155856 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		renin-angiotensin regulation of aldosterone production			ISO	RGD:2072 	J:155856 	
MGI:1329033	Agxt	alanine-glyoxylate aminotransferase	1		oxalic acid secretion			IMP	MGI:3526219 	J:117145 	
MGI:87971	Ahi1	Abelson helper integration site 1	10		regulation of protein secretion			IMP		J:140869 	
MGI:102774	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	3		positive regulation of glucagon secretion			IDA		J:114694 	
MGI:2685104	Akap5	A kinase (PRKA) anchor protein 5	12		amylase secretion	happens in acinar cell,happens in parotid gland		IMP	MGI:3766311 	J:159250 	
MGI:87999	Alox5	arachidonate 5-lipoxygenase	6		regulation of insulin secretion			IMP		J:137920 	
MGI:1274782	Alox12b	arachidonate 12-lipoxygenase, 12R type	11		positive regulation of mucus secretion			ISO	O75342 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		positive regulation of protein secretion			ISO	P03950 	J:164563 	
MGI:104984	Ang2	angiogenin, ribonuclease A family, member 2	14		positive regulation of protein secretion			ISO	P03950 	J:164563 	
MGI:1201793	Ang3	angiogenin, ribonuclease A family, member 3	14		positive regulation of protein secretion			ISO	P03950 	J:164563 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		positive regulation of protein secretion			ISO	P03950 	J:164563 	
MGI:3528602	Ang6	angiogenin, ribonuclease A family, member 6	14		positive regulation of protein secretion			ISO	P03950 	J:164563 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		positive regulation of protein secretion			ISO	Q15327 	J:164563 	
MGI:2142149	Ano1	anoctamin 1, calcium activated chloride channel	7		positive regulation of insulin secretion involved in cellular response to glucose stimulus	happens in type B pancreatic cell		IMP		J:221546 	
MGI:2142149	Ano1	anoctamin 1, calcium activated chloride channel	7		positive regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	Q5XXA6 	J:164563 	
MGI:5000466	Anpep	alanyl (membrane) aminopeptidase	7		negative regulation of renal sodium excretion			ISO	RGD:2991 	J:155856 	
MGI:96819	Anxa1	annexin A1	19		arachidonic acid secretion			IBA	PTN002574794 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		arachidonic acid secretion			IMP	MGI:2449710 	J:83336 	
MGI:96819	Anxa1	annexin A1	19		insulin secretion			IBA	PTN002574794 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		insulin secretion			ISO	RGD:2118 	J:155856 	
MGI:96819	Anxa1	annexin A1	19		negative regulation of exocytosis			IBA	PTN002574794 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		negative regulation of exocytosis			ISO	P04083 	J:164563 	
MGI:96819	Anxa1	annexin A1	19		negative regulation of protein secretion			ISO	RGD:2118 	J:155856 	
MGI:96819	Anxa1	annexin A1	19		prolactin secretion			IBA	PTN000052711 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		prolactin secretion			ISO	RGD:2118 	J:155856 	
MGI:96819	Anxa1	annexin A1	19		regulation of hormone secretion			IBA	PTN002574794 	J:265628 	
MGI:96819	Anxa1	annexin A1	19		regulation of hormone secretion			ISO	P04083 	J:164563 	
MGI:88246	Anxa2	annexin A2	9		body fluid secretion			ISO	RGD:621170 	J:155856 	
MGI:1201378	Anxa3	annexin A3	5		neutrophil degranulation			ISO	P12429 	J:164563 	
MGI:106008	Anxa5	annexin A5	3		negative regulation of prolactin secretion			ISO	RGD:2120 	J:155856 	
MGI:101919	Ap1g1	adaptor protein complex AP-1, gamma 1 subunit	8		positive regulation of natural killer cell degranulation			ISO	O43747 	J:164563 	
MGI:1860297	Apba1	amyloid beta (A4) precursor protein binding, family  A, member 1	19		gamma-aminobutyric acid secretion	happens in pyramidal neuron		IMP	MGI:2450729 	J:115573 	
MGI:1860297	Apba1	amyloid beta (A4) precursor protein binding, family  A, member 1	19		glutamate secretion	happens in pyramidal neuron		IGI	MGI:1261791 	J:115573 	
MGI:1860297	Apba1	amyloid beta (A4) precursor protein binding, family  A, member 1	19		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IMP		J:81845 J:115573 	
MGI:1860297	Apba1	amyloid beta (A4) precursor protein binding, family  A, member 1	19		regulation of synaptic vesicle exocytosis	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:115573 	
MGI:1261791	Apba2	amyloid beta (A4) precursor protein-binding, family A, member 2	7		regulation of synaptic vesicle exocytosis	happens in Schaffer collateral - CA1 synapse		IMP		J:115573 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		positive regulation of protein secretion			ISO	RGD:2122 	J:155856 	
MGI:108404	Apbb3	amyloid beta (A4) precursor protein-binding, family B, member 3	18		positive regulation of protein secretion			ISO	O95704 	J:164563 	
MGI:1353624	Apln	apelin	X		positive regulation of corticotropin secretion			ISO	RGD:620672 	J:155856 	
MGI:1353624	Apln	apelin	X		positive regulation of corticotropin-releasing hormone secretion			ISO	RGD:620672 	J:155856 	
MGI:88057	Apoe	apolipoprotein E	7		negative regulation of protein secretion			ISO	P02649 	J:164563 	
MGI:88061	Aprt	adenine phosphoribosyl transferase	8		lactation			ISO	RGD:1307758 	J:155856 	
MGI:103201	Aqp1	aquaporin 1	6		corticotropin secretion	happens in adenohypophysis pars anterior		IMP	MGI:1857807 	J:138417 	
MGI:103201	Aqp1	aquaporin 1	6		positive regulation of saliva secretion			ISO	P29972 	J:164563 	
MGI:103201	Aqp1	aquaporin 1	6		secretion by cell			IMP		J:138417 	
MGI:107387	Aqp4	aquaporin 4	18		cerebrospinal fluid secretion			IMP		J:270455 	
MGI:106215	Aqp5	aquaporin 5	15		saliva secretion	has the participant salivary gland		IMP	MGI:2150059 	J:56302 J:104681 	
MGI:106215	Aqp5	aquaporin 5	15		saliva secretion	has the participant salivary duct		IMP	MGI:2150059 	J:62449 	
MGI:1195271	Aqp8	aquaporin 8	7		canalicular bile acid transport			ISO	RGD:2146 	J:155856 	
MGI:1891066	Aqp9	aquaporin 9	9		canalicular bile acid transport			ISO	RGD:68433 	J:155856 	
MGI:99431	Arf1	ADP-ribosylation factor 1	11		positive regulation of calcium ion-dependent exocytosis			ISO	RGD:621270 	J:155856 	
MGI:99431	Arf1	ADP-ribosylation factor 1	11		positive regulation of protein secretion			ISO	RGD:621270 	J:155856 	
MGI:99435	Arf6	ADP-ribosylation factor 6	12		positive regulation of protein secretion			ISO	P62330 	J:164563 	
MGI:2139354	Arfgef2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	2		exocytosis			ISO	RGD:631430 	J:155856 	
MGI:1277120	Arfip1	ADP-ribosylation factor interacting protein 1	3		regulation of protein secretion			ISO	P53367 	J:73065 	
MGI:1917747	Arhgap17	Rho GTPase activating protein 17	7		calcium-ion regulated exocytosis			ISO	Q99N37 	J:73065 	
MGI:1860493	Arhgef7	Rho guanine nucleotide exchange factor (GEF7)	8		positive regulation of growth hormone secretion			IMP		J:182176 	
MGI:1914416	Arl8b	ADP-ribosylation factor-like 8B	6		calcium ion regulated lysosome exocytosis			ISO	Q9NVJ2 	J:164563 	
MGI:1096381	Arntl	aryl hydrocarbon receptor nuclear translocator-like	7		regulation of insulin secretion			IMP		J:162641 	
MGI:99473	Arrb1	arrestin, beta 1	7		positive regulation of insulin secretion involved in cellular response to glucose stimulus			IMP		J:160042 	
MGI:1194915	Asic1	acid-sensing (proton-gated) ion channel 1	15		negative regulation of neurotransmitter secretion	regulates a function/process that happens in hippocampus,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP	MGI:2179834 	J:147665 	
MGI:1277186	Atg5	autophagy related 5	10		positive regulation of mucus secretion	regulates a function/process that happens in goblet cell		IMP	MGI:3663625 	J:206181 	
MGI:1921494	Atg7	autophagy related 7	6		positive regulation of insulin secretion involved in cellular response to glucose stimulus	happens in type B pancreatic cell,regulates a function/process that happens in type B pancreatic cell		IMP	MGI:3587769 	J:205147 	
MGI:1921494	Atg7	autophagy related 7	6		positive regulation of mucus secretion	regulates a function/process that happens in goblet cell		IMP	MGI:3587769 	J:206181 	
MGI:88110	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	5		regulation of calcium ion-dependent exocytosis of neurotransmitter	happens in hippocampus		IMP		J:166977 	
MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6		lactation	has the participant mammary gland milk		IMP	MGI:1857876 	J:93962 	
MGI:107777	Atp5j	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	16		negative regulation of arachidonic acid secretion			ISO	RGD:621376 	J:155856 	
MGI:107777	Atp5j	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	16		negative regulation of prostaglandin secretion			ISO	RGD:621376 	J:155856 	
MGI:109629	Atp6ap1	ATPase, H+ transporting, lysosomal accessory protein 1	X		positive regulation of exocytosis	uses UniProtKB:P55097		IMP		J:211452 	
MGI:103297	Atp7b	ATPase, Cu++ transporting, beta polypeptide	8		lactation	has the participant mammary gland milk		IMP	MGI:1856220 	J:1046 	
MGI:103297	Atp7b	ATPase, Cu++ transporting, beta polypeptide	8		lactation			IMP	MGI:1856220 	J:7102 	
MGI:103297	Atp7b	ATPase, Cu++ transporting, beta polypeptide	8		lactation	has the participant mammary gland milk		IMP	MGI:1856221 	J:24233 	
MGI:1330826	Atp9a	ATPase, class II, type 9A	2		negative regulation of exosomal secretion			ISO	O75110 	J:164563 	
MGI:1922022	Atp13a2	ATPase type 13A2	4		positive regulation of exosomal secretion			IMP		J:231246 	
MGI:1922022	Atp13a2	ATPase type 13A2	4		positive regulation of exosomal secretion			ISO	Q9NQ11 	J:164563 	
MGI:1922022	Atp13a2	ATPase type 13A2	4		positive regulation of protein secretion			ISO	Q9NQ11 	J:164563 	
MGI:88121	Avp	arginine vasopressin	2		positive regulation of glutamate secretion			ISO	RGD:2184 	J:155856 	
MGI:88121	Avp	arginine vasopressin	2		regulation of renal sodium excretion			ISO	RGD:2184 	J:155856 	
MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	10		positive regulation of glutamate secretion			ISO	RGD:2185 	J:155856 	
MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	10		positive regulation of renal sodium excretion			ISO	RGD:2185 	J:155856 	
MGI:1347010	Avpr1b	arginine vasopressin receptor 1B	1		positive regulation of arachidonic acid secretion			ISO	P47901 	J:164563 	
MGI:88123	Avpr2	arginine vasopressin receptor 2	X		negative regulation of renal sodium excretion			ISO	RGD:2186 	J:155856 	
MGI:1347244	Axl	AXL receptor tyrosine kinase	7		secretion by cell	happens in platelet		IMP	MGI:2387750 	J:95952 	
MGI:1346542	Bace1	beta-site APP cleaving enzyme 1	9		regulation of synaptic vesicle exocytosis	happens in hippocampal mossy fiber to CA3 synapse		IMP		J:138795 	
MGI:1096330	Bad	BCL2-associated agonist of cell death	19		positive regulation of insulin secretion			IMP		J:133563 	
MGI:1096330	Bad	BCL2-associated agonist of cell death	19		positive regulation of insulin secretion involved in cellular response to glucose stimulus			IMP		J:133563 	
MGI:2685783	Baiap3	BAI1-associated protein 3	17		positive regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	O94812 	J:164563 	
MGI:2685783	Baiap3	BAI1-associated protein 3	17		positive regulation of neurotransmitter secretion			ISO	O94812 	J:164563 	
MGI:2685783	Baiap3	BAI1-associated protein 3	17		regulation of dense core granule exocytosis			ISO	O94812 	J:164563 	
MGI:88139	Bcl2l1	BCL2-like 1	2		positive regulation of synaptic vesicle exocytosis			ISO	RGD:2200 	J:155856 	
MGI:88141	Bcr	BCR activator of RhoGEF and GTPase	10		negative regulation of neutrophil degranulation	regulates a function/process that happens in neutrophil		IGI	MGI:107771 	J:153997 	
MGI:102845	Bdkrb2	bradykinin receptor, beta 2	12		arachidonic acid secretion			ISO	P30411 	J:164563 	
MGI:88145	Bdnf	brain derived neurotrophic factor	2		glutamate secretion			IPI	PR:P15209 	J:111724 	
MGI:5784924	Betalinc1	beta-cell long intergenic noncoding RNA 1	2		insulin secretion			IMP		J:231585 	
MGI:88157	Bglap2	bone gamma-carboxyglutamate protein 2	3		positive regulation of insulin secretion			IMP	MGI:2180471 	J:126780 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		regulation of insulin secretion involved in cellular response to glucose stimulus	regulates a function/process that happens in pancreas		IMP	MGI:3046203 	J:151770 	
MGI:88169	Blk	B lymphoid kinase	14		platelet degranulation			IBA	PTN002815164 	J:265628 	
MGI:88169	Blk	B lymphoid kinase	14		positive regulation of insulin secretion			ISO	P51451 	J:164563 	
MGI:88169	Blk	B lymphoid kinase	14		regulation of mast cell degranulation			IBA	PTN002815164 	J:265628 	
MGI:2678952	Bloc1s3	biogenesis of lysosomal organelles complex-1, subunit 3	7		secretion of lysosomal enzymes			IMP	MGI:1857021 	J:6470 J:6801 	
